"Total Asset","Cash","Total Debt in Current Liabilities","Total Long-Term Debt","Earnings Before Interest","Gross Profit (Loss)","Total Liabilities","Retained Earnings","Total debt/total asset","Total asset/Total libiilities","EBTI/total asset","Gross Profit/Revenue","EBTI/REV","Sales/Turnover (Net)","Total Stockholders Equity","Total Interest and Related Expense","Market Value - Total - Fiscal","Total Inventories","Total Revenue","Operating Activities - Net Cash Flow","Financing Activities - Net Cash Flow","Net Cash Flow","Rating level","Debt-to-Equity Ratio","Total Current Asset","Working Capital Ratio","Debt Service Coverage Ratio","Gross Profit Margin"
61336.4,3787,12577.7,24380.7,6344.9,11081.3,52270.9,18221.4,0.397491538,1.173433019,0.103444284,0.311816399,0.178538968,35537.9,9065.5,670,29554.4122,4209.7,35537.9,3525.9,-288.3,3237.6,"Low Risk",0.08545584909822963,7996.699999999997,0.6775141913072945,0.1716768041906576,31.181639883054423
54121,2088,1216,8561,4693,8190,45308,-3855,0.158182591,1.19451311,0.086713106,0.202913632,0.116272732,40362,8813,650,40594.441,852,40362,4947,-3240,1707,"Moderate Risk",-0.6954499035515715,2940,0.4002722940776038,0.48000409123453003,20.291363163371486
1688.391,61.541,160.911,393.401,416.633,1134.525,1040.894,592.997,0.233003493,1.622058538,0.246763339,0.677699778,0.248872516,1674.082,647.497,36.529,3096.4395,47.818,1674.082,280.395,-199.345,81.05,"Moderate Risk",-0.11054723033465794,109.35899999999992,0.47038152178588294,0.7516218303049546,67.7699778147068
27974,48,672,8343,2735,2735,19632,4423,0.298241224,1.4249185,0.097769357,0.222339647,0.222339647,12301,8342,445,15286.7127,804,12301,1839,217,2056,"Moderate Risk",-0.8390074322704387,852,0.11106765741102854,0.3033832501386578,22.233964718315587
84186,3421,2197,12905,13828,22393,36008,51766,0.153291521,2.337980449,0.164255339,0.458750743,0.28328519,48813,48178,367,151351,2635,48813,9780,-6710,3070,"Low Risk",-0.17665739549171822,6056,0.5655584609637654,0.9156403125413852,45.875074263003704
54327,318,4150,21805,4539,4539,42370,5679,0.401365803,1.28220439,0.083549616,0.364988742,0.364988742,12436,11957,1273,44986.5,1410,12436,3439,1744,5183,"Low Risk",-1.129463912352597,1728,0.09787595581988105,0.174879599306492,36.498874236088774
7639.3,527.9,203.4,3429.1,1242.2,2564.9,7018.9,-1332.7,0.448876206,1.088389919,0.162606522,0.221047279,0.107054829,11603.4,620.4,294.6,3357.639,586.2,11603.4,722.7,-605.1,117.6,"Moderate Risk",-4.871534493874919,1114.0999999999995,0.34538239761912126,0.3419683413626979,22.104727924573833
9090.385,681.581,781.757,2256.442,1571.084,3301.127,5389.66,6915.851,0.24822293,1.686634222,0.172829204,0.425801989,0.202649184,7752.728,3700.725,131.689,11691.2206,863.737,7752.728,975.924,-255.489,720.435,"Low Risk",-0.187241148693837,1545.3180000000002,1.0478970085136827,0.5171103012014684,42.58019886677309
68796,5654,945,18838,8280,13033,45240,15028,0.27382406,1.520689655,0.120355835,0.224061753,0.142348754,58167,23354,1108,52797.8623,8101,58167,6502,-3583,2919,"Moderate Risk",-0.725700094202278,13755,0.7687363773542726,0.41854117171308697,22.406175322777518
21559.7,2388.1,30.8,4596.6,2247.3,2247.3,18052.7,8958.7,0.213203338,1.19426457,0.104236144,0.146711669,0.146711669,15317.8,3321.3,177.2,19111.849,1166.6,15317.8,1476.5,-1258.1,218.4,"Moderate Risk",-1.3654291994098695,3554.7000000000007,0.7785492137193921,0.48565068937200156,14.67116687775007
49876,6910,1423,9271,6307,13718,36498,8338,0.185880985,1.366540632,0.126453605,0.392998338,0.180685269,34906,13378,377,66914.1473,7841,34906,3712,-5074,-1362,"Low Risk",-0.48026610853640306,14751,1.8795871559633028,0.5897699644660558,39.299833839454536
120709,2036,5321,37213,8723,8723,79810,1469,0.308286872,1.51245458,0.072264703,0.364521521,0.364521521,23930,40899,1695,59062.78,3459,23930,6586,-678,5908,"Moderate Risk",-0.6496735861512506,5495,0.17230026338893767,0.20508299242958575,36.45215211032177
1986.2,319.4,301.1,1352.2,510.5,1131.7,3180.8,1909,0.680797503,0.624434105,0.257023462,0.672909977,0.303543822,1681.8,-1194.6,43.3,4342.464,0,1681.8,315.5,-144.4,171.1,"Moderate Risk",0.6278252134605725,319.39999999999986,0.30387213395490426,0.30877638662069795,67.29099774051612
4968.02,450.35,53.131,1101.791,871.629,1821.929,3026.177,3035.332,0.221776684,1.641681898,0.175447965,0.373507986,0.178689945,4877.885,1941.843,60.322,8038.1007,995.564,4877.885,570.962,-367.658,203.304,"Moderate Risk",-0.5126722397227788,1445.9139999999998,1.378820590086396,0.7547081101580886,37.35079855306142
4134.075,174.821,1.075,1051.892,350.359,1123.844,2091.973,1835.345,0.254444344,1.976160782,0.084749067,0.502339735,0.156604695,2237.219,2042.102,36.27,4918.7941,285.457,2237.219,281.597,30.931,312.528,"Moderate Risk",-0.5140497389454591,460.27800000000025,0.438019179362344,0.33273502398460725,50.233973518015
19466.7,209.6,1705.4,4864,2901.1,7478.7,12084.6,4603.2,0.249862586,1.610868378,0.149028854,0.523700151,0.20315115,14280.5,7382.1,268,31340.6356,1466.9,14280.5,1815.6,-1071,744.6,"Moderate Risk",-0.19685455358231393,1676.5,0.5307731273348952,0.44160806161902155,52.37001505549526
3059.301,40.504,29.532,1134.179,234.505,234.505,2075.047,1024.536,0.370731419,1.474328533,0.076653131,0.255584317,0.255584317,917.525,984.254,60.278,1611.6939,45.889,917.525,243.34,102.764,346.104,"Moderate Risk",-1.0923145854626959,86.39300000000003,0.07820869472329171,0.20151480908919825,25.55843165036375
24177,3149,2465,3559,5071,10786,14010,19292,0.147206022,1.725695931,0.209744799,0.439581041,0.206667482,24537,10167,218,43593.5409,2057,24537,3692,-2559,1133,"Low Risk",0.13484803776925347,5206,4.7586837294332724,0.8417994687915007,43.95810408770428
6138.258,1.852,0,1038.563,817.557,817.557,2723.654,2974.951,0.169195071,2.253684939,0.133190394,0.608213547,0.608213547,1344.194,3414.604,37.771,4647.7852,14.251,1344.194,705.483,-670.272,35.211,"Moderate Risk",-0.30415327809608383,16.103000000000065,0.015505077689076217,0.7872001987361382,60.821354655652385
18889,474,727,6798,2505,4821,11856,1546,0.359892001,1.593201754,0.132616867,0.323318356,0.167996781,14911,7033,498,8862.3,3215,14911,963,-1180,-217,"Moderate Risk",-0.7598464382198209,3689,0.6076428924394663,0.332890365448505,32.33183555764201
8594.704,42.258,196.695,2455.986,865.336,865.336,5508.472,905.579,0.28575574,1.560270071,0.100682467,0.175136756,0.175136756,4940.916,3086.232,130.795,4788.5076,284.621,4940.916,739.986,73.649,813.635,"Low Risk",-0.6683217593492646,326.8790000000008,0.14468211487586188,0.3262118588703278,17.513675601851965
4674.2,128.3,380.4,1145.7,847.9,1591.7,2439.6,3119.4,0.245111463,1.915969831,0.181400026,0.653299951,0.348013462,2436.4,2234.6,68.6,9655.878,0,2436.4,616.2,-283.4,332.8,"Moderate Risk",-0.17224559205226891,128.30000000000018,0.1676466745067296,0.5555992398925366,65.32999507470038
3193.467,238.144,12.774,609.72,370.038,833.198,1295.467,1255.931,0.19092729,2.465108721,0.115873438,0.406206412,0.180403467,2051.169,1898,33.01,3730.5391,433.595,2051.169,216.364,-55.208,161.156,"Moderate Risk",-0.30778292939936774,671.739,1.1252927400468384,0.5944442838003258,40.62064120508842
1231.925,103.003,3,363.526,402.908,705.611,810.884,421.041,0.295087769,1.51923703,0.327055624,0.30213646,0.172521683,2335.405,421.041,16.567,5022.3344,348.42,2335.405,234.958,-295.37,-60.412,"Moderate Risk",-0.8491477077054254,451.423,1.2521232865313459,1.0992617167677055,30.213646027134477
349493,4616,17468,11653,51379,65646,168429,389427,0.033342585,2.075016773,0.147010097,0.179968911,0.140855843,364763,181064,630,388382.45,16678,364763,45116,-17888,27228,"Low Risk",0.12858989086731765,21294,-3.661908856405847,1.7643281480718382,17.996891132050123
5340.5,109.5,525.2,1153.4,785.8,1494.1,3776.5,2608.7,0.215972287,1.414140077,0.147139781,0.370037398,0.194615747,4037.7,1564,69.9,7603.1255,636.5,4037.7,373.7,-350,23.7,"Low Risk",-0.06585677749360613,746,1.1875198981216173,0.46812820207315614,37.00373975282958
74929,577,4657,24367,6946,6946,54761,12733,0.32520119,1.368291302,0.09270109,0.408084131,0.408084131,17021,20168,1274,47086.47,1292,17021,5500,1000,6500,"Low Risk",-0.7463804046013487,1869,0.09482496194824962,0.23931918412348402,40.808413136713476
7067,332,127,2563,573,1342,6158,-1828,0.362671572,1.147612861,0.081081081,0.183408501,0.078310783,7317,909,120,2413.9666,1215,7317,278,35,313,"High Risk",-2.5401540154015403,1547,0.6350574712643678,0.21301115241635687,18.34085007516742
1096.898,140.5,8.382,303.629,44.732,318.263,760.882,49.602,0.276806959,1.441613811,0.040780455,0.286304027,0.040240153,1111.626,336.016,18.232,1127.3904,158.368,1111.626,60.473,-18.143,42.33,"High Risk",-0.853724227417742,298.86799999999994,1.012264307512015,0.1433667402751826,28.630402671402074
5272.678,450.667,10.565,1434.724,702.92,2208.391,3141.982,1508.488,0.27210537,1.678137558,0.13331366,0.319228985,0.101609017,6917.89,2130.696,83.601,4348.8951,1766.922,6917.89,545.63,-202.843,342.787,"Moderate Risk",-0.6634423681275977,2217.589,1.5571217820482124,0.4863525564783237,31.92289845603211
2408.974,7.523,50.164,728.94,428.234,1798.34,1285.93,711.048,0.302593552,1.873332141,0.177766136,0.479688704,0.114227016,3748.973,1123.044,28.288,4017.3689,147.158,3748.973,313.97,-281.664,32.306,"Moderate Risk",-0.559739422498139,154.68100000000004,0.22788224686789166,0.549649340781205,47.96887040797573
8194.429,1993.125,28.742,991.685,1408.916,1591.627,4970.599,3109.385,0.121019415,1.648579779,0.171935836,0.073920596,0.065434873,21531.577,3223.83,29.681,9011.6794,1587.275,21531.577,642.574,-666.416,-23.842,"Low Risk",-0.2897798581190696,3580.3999999999996,3.7181847731381814,1.3807121920529348,7.39205957835787
208527,10757,39172,79999,13489,24813,183353,4524,0.38363857,1.137297999,0.064687067,0.17222041,0.093623549,144077,24832,3496,61317.101,7866,144077,14507,3423,17930,"Moderate Risk",-0.0666478737113402,18623,0.456144218286918,0.11319028958387527,17.22204099196957
1869.006,77.569,27.149,547.735,253.867,619.259,973.902,786.467,0.293062195,1.919090422,0.135829955,0.294261124,0.12063319,2104.454,890.45,22.469,2172.9321,251.29,2104.454,29.734,54.964,84.698,"Moderate Risk",-0.5541434106350721,328.8589999999999,0.6317092660962836,0.4415969134642815,29.42611242631105
6937.5,209.9,601.3,3672.9,589.4,778.6,5623.5,1353.3,0.529427027,1.23366231,0.084958559,0.536595451,0.406202619,1451,1314,159.3,2543.2105,52,1451,449.2,262.2,711.4,"Moderate Risk",-1.8799847792998479,261.89999999999964,0.0852650084646437,0.137897150343924,53.659545141281875
11205.455,118.484,7.854,4488.028,1512.963,2996.029,7695.712,7823.6,0.40052171,1.456064754,0.13502022,0.498658827,0.251817441,6008.174,3489.273,273.244,7239.7763,38.861,6008.174,821.199,490.464,1311.663,"Moderate Risk",-1.2817340460319384,157.34499999999935,0.035120287738824287,0.3365219549801351,49.8658827124514
1921.6,265.9,5.3,776.9,149.7,187.6,2092.5,-401.2,0.404298501,0.91832736,0.07790383,0.117440841,0.093714787,1597.4,-170.9,52.7,951.9,139,1597.4,150.4,-46.4,104,"High Risk",4.483908718548859,404.9000000000001,0.524753758424054,0.19138327793403223,11.744084136722172
648349,90208,119331,245649,35350,73369,511516,137161,0.378883904,1.267504829,0.054523104,0.501991023,0.241864857,146156,136833,9482,254149.9926,17689,146156,27710,-16958,10752,"Low Risk",-0.051062243756988444,107897,0.8541696353647145,0.09685462217107786,50.19910232901831
177677,18954,14988,31853,12516,24272,141653,6504,0.179274751,1.254311592,0.070442432,0.155660589,0.080267301,155929,36024,1899,55856,13642,155929,10058,5675,15733,"Moderate Risk",-0.052104152787030865,32596,1.9327601541654313,0.26720181037979546,15.566058911427639
1561.504,99.837,5.734,398.878,175.736,305.709,912.395,764.598,0.255444751,1.711434192,0.112542779,0.168868092,0.097073371,1810.342,649.109,18.921,1100.8908,248.705,1810.342,99.577,-50.881,48.696,"Moderate Risk",-0.5968335056207817,348.5419999999999,0.8865504751439673,0.43433215030696076,16.88680923273061
18109,2161,178,6216,2244,4964,13682,200,0.343254735,1.323563806,0.123916285,0.273679568,0.123718161,18138,3845,529,7699.1579,2671,18138,340,-11,329,"Moderate Risk",-1.5240572171651496,4832,0.8002649884067572,0.3509540193931811,27.36795677582975
4095.2,557.5,96.8,1919,584.3,1327.8,3726.2,268.3,0.468597382,1.099028501,0.142679234,0.409435708,0.18017268,3243,369,128.7,6956.125,332.8,3243,-1472.1,849.9,-622.2,"Moderate Risk",-4.675880758807589,890.3000000000002,0.4885852266491056,0.2898601051691636,40.943570767807586
5300.755,226.644,80.3,404.536,1627.477,4540.568,2016.654,6239.317,0.076316676,2.628490063,0.307027395,0.45565373,0.163320088,9964.953,3284.101,12.093,17187.7425,1365.5,9964.953,959.814,-758.123,201.691,"Low Risk",-0.07427786173445944,1592.1440000000002,4.910447945323777,3.3567577490120373,45.56537296262211
1871.58,30.769,0,1236.401,192.941,222.144,1655.388,-223.751,0.660618835,1.130598989,0.103089903,0.43717602,0.37970496,508.134,216.192,68.913,642.9226,0,508.134,134.219,384.964,519.183,"High Risk",-5.718995152457075,30.769000000000005,0.024885939108751937,0.15605050465019035,43.71760204985299
3667.4,85.1,65.7,1087.4,471.5,966.6,2444.2,1137.3,0.296504335,1.500450045,0.128565196,0.228020099,0.11122644,4239.1,1223.2,83.2,2238.4922,381.1,4239.1,261.8,-180.5,81.3,"Moderate Risk",-0.7815565729234794,466.2000000000003,0.45629832631888056,0.4088977538808429,22.802009860583613
4642.2,250.6,10,953.5,207.9,874.3,4824.9,-1211.7,0.205398303,0.96213393,0.0447848,0.600934772,0.142896419,1454.9,-182.7,44.2,563.2528,0,1454.9,62.3,-34.1,28.2,"Moderate Risk",5.1094690749863165,250.60000000000036,0.26560678325384246,0.21577581733264142,60.09347721492886
1716.355,50.785,0,544.732,170.357,234.685,747.602,628.738,0.317377233,2.295813815,0.099255107,0.473375705,0.343621727,495.769,968.753,37.732,613.2839,0,495.769,153.848,-40.024,113.824,"Moderate Risk",-0.5623022586768763,50.78500000000008,0.0932293311206246,0.3127354368753809,47.33757052175509
32240,2291,14,7840,7045,7337,15942,21410,0.243176179,2.02233095,0.21851737,0.223212656,0.214329176,32870,16298,396,33351.84,3571,32870,4062,-1030,3032,"Low Risk",-0.47932261627193523,5862,0.7490416560184002,0.8969951617010441,22.321265591724977
4931.2,561,59.7,1575.8,1083.3,1902.9,3105.8,1211.4,0.319557106,1.587739069,0.219682836,0.379668795,0.216141261,5012,1825.4,93.6,7992.3068,618.7,5012,849.2,-448.1,401.1,"Moderate Risk",-0.7978525254738686,1179.6999999999998,0.7781149000725545,0.6623662488535615,37.96687948922586
2263.801,62.843,41.936,829.709,301.84,593.44,1905.467,757.717,0.366511456,1.188055736,0.133333274,0.287277477,0.146117271,2065.738,358.334,47.111,1523.6674,177.265,2065.738,225.846,-21.794,204.052,"Moderate Risk",-2.081401709020076,240.10799999999995,0.30479338591193145,0.34628776623510715,28.727747662094615
4532.142,893.167,252.481,1559.895,797.107,2329.362,3023.748,3534.618,0.344184935,1.49884911,0.175878646,0.544598847,0.186361567,4277.207,1465.664,93.098,6847.6847,339.572,4277.207,454.411,-230.956,223.455,"Moderate Risk",-0.7197645572245753,1232.739,0.9428834324858079,0.4398132617072837,54.45988468643206
2262.064,209.665,9.491,512.129,145.247,196.452,865.09,-173.337,0.226398988,2.614830827,0.064209943,0.392291241,0.290040956,500.781,1396.974,38.575,1024.9818,47.473,500.781,83.124,36.504,119.628,"High Risk",-0.3530108649123034,257.1379999999999,0.5115769201691872,0.27845366358651896,39.22912410814308
5629.516,374.854,635.501,1548.963,1642.505,3525.428,4109.986,5502.211,0.275150297,1.369716588,0.291766646,0.475011884,0.221309127,7421.768,1519.53,95.38,22973.2069,801.036,7421.768,838.221,-719.302,118.919,"Low Risk",-0.18292564148124751,1175.8899999999994,1.287289454843222,0.7519029839814253,47.50118839608029
103206,15133,3486,16039,13426,30226,76079,23283,0.155407631,1.356563572,0.130089336,0.271197086,0.120462253,111454,27127,621,65993.6534,6415,111454,12333,-6571,5762,"Moderate Risk",-0.33424263648763225,21548,1.7165617780610212,0.6876312419974392,27.119708579324204
2036.4,70.9,1.3,415,383,580,886.5,775.8,0.203791004,2.297123519,0.188076999,0.312584209,0.206413366,1855.5,1149.9,10.6,3962.295,290.1,1855.5,318,-36.9,281.1,"Moderate Risk",-0.3586398817288459,361,0.8726130045927001,0.9200096084554408,31.25842091080571
1752.1,99.3,126.9,364.9,285.2,884.6,945.6,1425.7,0.208264368,1.852897631,0.162776097,0.524642667,0.169147737,1686.1,806.5,9.8,2379.7392,176.2,1686.1,210.3,63.8,274.1,"Moderate Risk",-0.13775573465592061,275.5,1.1575630252100841,0.579910532736885,52.46426665085108
26125,566,137,11555,2301,2792,21411,-5286,0.442296651,1.220167204,0.088076555,0.265854123,0.219101124,10502,4714,618,25688.8402,404,10502,1366,-1070,296,"Moderate Risk",-2.393084429359355,970,0.08495358206340865,0.1968012316113582,26.585412302418586
9230.64,567.985,0,1054.89,878.915,993.524,3129.921,2806.471,0.11428135,2.949160698,0.095217125,0.050268547,0.044469766,19764.327,6100.719,55.446,7349.3033,1035.131,19764.327,758.596,-838.392,-79.796,"Moderate Risk",-0.17291240589838675,1603.116,1.5196996843272756,0.8331816587511492,5.026854696342556
4833.682,164.654,11.006,3975.648,561.822,992.283,4544.3,-754.074,0.822488529,1.063680215,0.11623065,0.448886541,0.254155653,2210.543,289.382,255.947,1334.555,9.877,2210.543,328.486,-395.623,-67.137,"Moderate Risk",-13.662342509209282,174.53099999999995,0.044021881420819316,0.14092569859335674,44.88865405468249
5455.619,334.174,0,250,1053.379,1699.527,1843.563,3597.954,0.045824314,2.959279938,0.193081482,0.182425966,0.11306892,9316.256,3612.056,12.704,14211.3768,1054.552,9316.256,746.879,-229.37,517.509,"Low Risk",-0.06921265893994999,1388.7259999999997,5.554903999999999,4.213515999999999,18.242596596744445
23200,298,848,8009,1948,1948,18652,375,0.345215517,1.243834441,0.083965517,0.211142424,0.211142424,9226,4548,482,10074.9,379,9226,1397,77,1474,"Low Risk",-1.3880826737027265,677,0.09453986873341712,0.21993903127469797,21.11424235855192
2289.93,261.898,246.987,1697.016,158.199,413.111,2407.729,-837.264,0.741077675,0.951074643,0.069084645,0.200210819,0.076669833,2063.38,-117.799,145.409,544.3706,1439.648,2063.38,-190.585,137.434,-53.151,"High Risk",10.21266734013022,1701.5459999999998,1.1734565308693825,0.08137796083648019,20.021081914140872
3322.8,653.9,1.4,597.6,600.5,1190.4,1387.1,1779.8,0.179848321,2.395501406,0.180721079,0.354348991,0.178752158,3359.4,1935.7,31.2,6279.9501,441.8,3359.4,391.5,-215.6,175.9,"Low Risk",-0.3072790205093765,1095.6999999999998,1.8378061053337802,1.0025041736227045,35.434899089123064
3397.117,5.961,250,683.539,919.696,997.445,2192.594,2555.972,0.201211498,1.549359799,0.270728385,0.161779993,0.14916954,6165.441,1204.523,27.028,9821.4438,27.74,6165.441,646.779,13.032,659.811,"Moderate Risk",-0.15237484049702663,33.70100000000002,0.07773464440338707,0.9851714818556054,16.177999270449593
5716.853,56.808,32.364,1614.438,386.683,386.683,3759.288,1108.079,0.282399775,1.520727595,0.067639136,0.30150157,0.30150157,1282.524,1957.565,88.265,3327.3713,110.575,1282.524,364.343,-113.277,251.066,"Moderate Risk",-0.7916518736287173,167.3829999999998,0.1057997287105406,0.23480843477236485,30.15015703409839
17678,3990,1476,5981,3395,6073,10854,16515,0.338330128,1.62870831,0.192046612,0.419290251,0.234396576,14484,6824,250,36264.0392,1180,14484,1616,-3551,-1935,"Low Risk",-0.44387456037514655,5170,1.1476137624861265,0.4552769210138125,41.92902513117923
40830,215,1978,4913,5386,6528,18300,20964,0.12032819,2.231147541,0.131912809,0.188295019,0.155354928,34669,22530,86,42422.33,1121,34669,4405,100,4505,"Low Risk",-0.04247669773635153,1336,0.4551959114139693,0.7815991873458134,18.8295018604517
5162.3,86.4,326.4,1407.3,629.9,629.9,3555.7,890.9,0.272611045,1.451837894,0.122019255,0.241183903,0.241183903,2611.7,1606.6,86.7,3818.598,118.5,2611.7,488.2,-257.6,230.6,"Low Risk",-0.4696252956554215,204.89999999999964,0.1895642520122117,0.3633269885216589,24.118390320480916
17298.5,1705.2,482.7,3741.7,1745.4,4239.5,11253.1,5826.5,0.216301992,1.537220855,0.100898922,0.328862653,0.135392587,12891.4,6045.4,215.1,16878.9821,1358.9,12891.4,973.2,-859.5,113.7,"Moderate Risk",-0.4592417375194363,3064.1000000000004,0.940196379257441,0.4131711012214753,32.88626526211273
1976.9,60,66.6,1192.5,162.8,639.4,2102.8,-424.2,0.603217158,0.940127449,0.082351156,0.176522555,0.044945061,3622.2,-126.9,106.2,318.1373,738.9,3622.2,-73.3,100.5,27.2,"High Risk",8.347517730496454,798.9000000000001,0.7095656807887024,0.12929870542450958,17.652255535310033
1820.361,92.405,7.886,805.101,154.857,515.98,1288.334,397.849,0.442275461,1.412957354,0.08506939,0.259050683,0.077746834,1991.811,532.027,52.976,605.3671,400.065,1991.811,91.773,-27.93,63.843,"Moderate Risk",-1.4836258310198542,492.47,0.617738000413941,0.19047906055078373,25.905068302163208
